,home_team,away_team,H,D,A,game_id
3,Chelsea,Leicester City,0.6709999999999999,0.27399999999999997,0.055,ChelseaLeicester City
4,Everton,Wolves,0.7909999999999999,0.135,0.07400000000000001,EvertonWolves
5,Newcastle Utd,Sheffield Utd,0.838,0.128,0.034,Newcastle UtdSheffield Utd
6,Tottenham,Aston Villa,0.878,0.10800000000000001,0.013999999999999999,TottenhamAston Villa
7,Crystal Palace,Arsenal,0.053,0.132,0.815,Crystal PalaceArsenal
8,Burnley,Liverpool,0.02,0.033,0.948,BurnleyLiverpool
9,West Brom,West Ham,0.026000000000000002,0.07200000000000001,0.902,West BromWest Ham
0,Arsenal,Brighton,0.93,0.051,0.019,ArsenalBrighton
1,Aston Villa,Chelsea,0.038,0.115,0.846,Aston VillaChelsea
2,Fulham,Newcastle Utd,0.17800000000000002,0.42700000000000005,0.395,FulhamNewcastle Utd
3,Leeds United,West Brom,0.9359999999999999,0.038,0.025,Leeds UnitedWest Brom
4,Leicester City,Tottenham,0.618,0.299,0.083,Leicester CityTottenham
5,Liverpool,Crystal Palace,0.9620000000000001,0.025,0.013000000000000001,LiverpoolCrystal Palace
6,Manchester City,Everton,0.8340000000000001,0.102,0.064,Manchester CityEverton
7,Sheffield Utd,Burnley,0.172,0.242,0.586,Sheffield UtdBurnley
8,West Ham,Southampton,0.879,0.08900000000000001,0.032,West HamSouthampton
9,Wolves,Manchester Utd,0.038,0.115,0.847,WolvesManchester Utd
